T,P,TC,SV,Idx
253.15,17.7,0.026536144,384.6390215,54.33754001
253.15,17.7,0.026979506,388.0728801,54.02239176
253.15,17.7,0.027071704,392.2034602,53.82547822
253.15,17.7,0.027175189,391.6781379,53.79503964
253.15,17.7,0.026909425,389.531669,53.91635458
253.15,17.7,0.02733332,382.448862,54.31856003
253.15,17.7,0.027273253,394.6119154,53.68611294
253.15,17.7,0.026922153,390.6923758,53.96620501
253.15,17.7,0.027333019,396.3553246,53.43634578
253.15,17.7,0.026989606,392.9775386,53.86502672
253.15,17.7,0.026868426,391.4032751,54.05166961
253.15,17.7,0.027245322,393.6734321,53.70705008
253.15,17.7,0.026783212,390.9165184,54.16076899
253.15,17.7,0.027387354,386.4538722,54.03829793
253.15,17.7,0.027058424,387.6625098,53.94609971
253.15,17.7,0.026653589,384.9968575,54.22448541
253.15,17.7,0.026647417,385.1098543,54.23759202
253.15,17.7,0.026762075,387.3674388,54.23623052
253.15,17.7,0.027118713,387.6265342,53.96073307
253.15,17.7,0.027084944,387.7212657,54.15760409
253.15,17.7,0.026825952,389.1496202,53.95980563
253.15,17.7,0.027039785,387.8379265,53.96311883
253.15,17.7,0.027139175,385.7749548,54.14514938
253.15,17.7,0.027225674,392.2575882,53.65516588
253.15,17.7,0.027046848,390.534582,54.02164654
253.15,17.7,0.027451463,398.1720722,53.31564447
253.15,17.7,0.026963672,386.9493088,54.04488925
253.15,17.7,0.026906503,392.9788017,53.87308043
253.15,17.7,0.027315517,390.095352,53.772469
253.15,17.7,0.026631589,385.9982028,54.27378223
253.15,17.7,0.026861328,385.9303186,54.30334499
253.15,17.7,0.027541489,394.9514356,53.423303
253.15,17.7,0.026773411,384.3619334,54.24419107
253.15,17.7,0.026656884,387.0974592,54.08515583
253.15,17.7,0.027204616,390.6191427,53.82620403
253.15,17.7,0.026896415,385.6282877,54.20590494
253.15,17.7,0.02705224,391.1042409,53.74083477
253.15,17.7,0.026959944,388.4224221,54.11982505
253.15,17.7,0.026957883,385.8249067,54.15644326
253.15,17.7,0.026768242,388.6834074,54.14487009
253.15,17.7,0.027033129,390.4651193,54.01056759
253.15,17.7,0.0272258,395.4377823,53.57072675
253.15,17.7,0.027226458,388.4314362,54.08512445
253.15,17.7,0.027152717,384.324058,54.31571089
253.15,17.7,0.027179487,390.2373155,53.79263051
253.15,17.7,0.027257555,387.9957125,53.99022266
253.15,17.7,0.026815126,385.4076018,54.2575106
253.15,17.7,0.026998731,385.9085271,54.271873
253.15,17.7,0.02687477,389.2940831,53.99580674
253.15,17.7,0.026706465,386.5726843,54.25771282
253.15,17.7,0.026890243,386.7798198,54.14708173
253.15,17.7,0.027004629,386.4279208,54.0419923
253.15,17.7,0.02717628,381.931852,54.36124641
253.15,17.7,0.027050897,388.492809,54.05817995
253.15,17.7,0.027127833,386.5660814,54.15337932
253.15,17.7,0.027080629,387.1269428,54.04179048
253.15,17.7,0.026873959,389.2563314,53.97578603
253.15,17.7,0.027045787,385.3815437,54.17702924
253.15,17.7,0.027418123,392.787296,53.5839655
253.15,17.7,0.026694859,385.1705094,54.20604529
253.15,17.7,0.026906277,390.665723,54.15077496
253.15,17.7,0.027413495,382.7379208,54.32435605
253.15,17.7,0.026726419,388.2259505,54.25003671
253.15,17.7,0.027364916,386.5979626,54.0807233
253.15,17.7,0.026955254,392.6195109,53.86634476
253.15,17.7,0.02749224,395.7858484,53.42481402
253.15,17.7,0.0272975,393.1757411,53.67972672
253.15,17.7,0.027076452,385.4855994,54.10108594
253.15,17.7,0.027182996,389.1361889,53.99796676
253.15,17.7,0.027295564,392.1526113,53.68531632
253.15,17.7,0.02714816,386.7740991,54.16978607
253.15,17.7,0.027103134,388.0873286,54.0299602
253.15,17.7,0.027169477,384.2804852,54.23162963
253.15,17.7,0.026992053,386.8778796,54.19459132
253.15,17.7,0.027232051,393.2653824,53.77703088
253.15,17.7,0.026704149,389.5096897,54.08899535
253.15,17.7,0.027335921,387.9211691,53.98906454
253.15,17.7,0.027113861,392.7228801,53.92572128
253.15,17.7,0.027065434,382.5364224,54.33431586
253.15,17.7,0.027337499,397.110368,53.3401051
253.15,17.7,0.026985808,392.0894749,53.93246926
253.15,17.7,0.026607391,386.0798094,54.17388294
253.15,17.7,0.027341661,387.5154787,54.03634477
253.15,17.7,0.027177948,390.4389665,53.95532761
253.15,17.7,0.026910382,384.8706209,54.23110407
253.15,17.7,0.027001589,383.1137649,54.28111441
253.15,17.7,0.026883194,390.4544029,54.02227848
253.15,17.7,0.02688146,389.7483499,54.12456226
253.15,17.7,0.026950708,390.3148731,53.99081284
253.15,17.7,0.026957274,384.8360096,54.33449552
253.15,17.7,0.026960117,387.2915443,54.03629924
253.15,17.7,0.027412459,393.2840766,53.66551471
253.15,17.7,0.026594549,386.9665256,54.16480286
253.15,17.7,0.027083106,394.6758765,53.67832826
253.15,17.7,0.026992351,389.0281645,53.99662854
253.15,17.7,0.026869357,391.6512256,54.01496742
253.15,17.7,0.027063866,389.6217659,54.05513482
253.15,17.7,0.026690309,388.8325884,54.1158213
253.15,17.7,0.026930689,388.5460894,53.97482378
253.15,17.7,0.02709073,391.5579604,53.9447227
253.15,17.7,0.02706205,393.424003,53.86832388
253.15,17.7,0.027020792,386.805131,54.18642668
253.15,17.7,0.027043757,392.132825,53.67435958
253.15,17.7,0.027089215,390.0150573,53.82678924
253.15,17.7,0.027382452,382.6714525,54.35020023
253.15,17.7,0.026976468,389.2038234,54.12533753
253.15,17.7,0.026962223,389.8254141,53.84485059
253.15,17.7,0.027214868,384.7627214,54.25739622
253.15,17.7,0.027115272,393.5975266,53.69124677
253.15,17.7,0.026647602,385.4030558,54.20489636
253.15,17.7,0.027529238,388.3682013,53.88813953
253.15,17.7,0.026909359,388.8172812,53.90417131
253.15,17.7,0.027258807,387.9079553,54.03530695
253.15,17.7,0.02677436,388.2386184,54.24219497
253.15,17.7,0.02678408,387.7624864,54.21235953
253.15,17.7,0.026802717,386.3640395,54.2183578
253.15,17.7,0.026722788,384.8489218,54.20820524
253.15,17.7,0.027168252,392.9342138,53.60943949
253.15,17.7,0.027165076,394.9810712,53.56743269
253.15,17.7,0.027466723,385.9062217,54.09119914
253.15,17.7,0.027155102,392.5159499,53.65285614
253.15,17.7,0.027281695,387.0072417,54.13355256
253.15,17.7,0.026934392,391.8919342,54.09740952
253.15,17.7,0.027079778,384.7289567,54.32599883
253.15,17.7,0.027135135,387.9813211,54.18204306
253.15,17.7,0.027211785,391.471495,53.7884807
253.15,17.7,0.027060193,386.6976475,54.18586391
253.15,17.7,0.026669612,385.2043098,54.21755145
253.15,17.7,0.027337065,383.7751043,54.31942175
253.15,17.7,0.027061432,393.0384279,53.93165286
253.15,17.7,0.027361842,391.8772287,53.76901337
253.15,17.7,0.0274893,398.7156438,53.26144604
253.15,17.7,0.027147325,392.9658253,53.77516229
253.15,17.7,0.027329097,397.3888604,53.47123177
253.15,17.7,0.027139126,384.8644291,54.29189177
253.15,17.7,0.027037008,386.2871928,54.24368767
253.15,17.7,0.026594737,384.634463,54.23377332
253.15,17.7,0.027146576,391.7582458,53.80201967
253.15,17.7,0.027317375,392.9056034,53.57749995
253.15,17.7,0.027335786,389.1695405,53.8626724
253.15,17.7,0.027003093,387.6347623,54.21062075
253.15,17.7,0.027222888,391.0860596,53.85175071
253.15,17.7,0.02729536,396.3451318,53.40109565
253.15,17.7,0.026947858,389.6848873,54.15113353
253.15,17.7,0.027020165,387.0641212,54.13375664
253.15,17.7,0.027187998,384.510721,54.25930088
253.15,17.7,0.027026081,395.0931024,53.84488973
253.15,17.7,0.026902204,386.7512836,54.0944546
253.15,17.7,0.026918101,387.7851736,54.04694027
253.15,17.7,0.027010869,391.9706499,53.92335544
253.15,17.7,0.026489388,383.2491951,54.38976887
253.15,17.7,0.027100829,391.8846188,53.92337324
253.15,17.7,0.027225519,389.2253433,54.02463279
253.15,17.7,0.026969972,389.4698424,54.00777053
253.15,17.7,0.027253636,387.1471695,54.08395849
253.15,17.7,0.027000222,389.0633699,54.15162074
253.15,17.7,0.02741035,390.2904595,53.83864327
253.15,17.7,0.027565491,394.7982395,53.4219224
253.15,17.7,0.026536254,384.6441207,54.20782624
253.15,17.7,0.027008637,382.5333381,54.32319281
253.15,17.7,0.027350487,394.6139537,53.61263568
253.15,17.7,0.027237676,385.8112189,54.13796193
253.15,17.7,0.027298866,394.1422669,53.60075234
253.15,17.7,0.027357838,393.8738765,53.57640825
253.15,17.7,0.027082756,385.9498113,54.15377514
253.15,17.7,0.026697545,391.0191349,54.07959564
253.15,17.7,0.026872578,390.4020194,53.85963074
253.15,17.7,0.026866619,386.8884733,54.1984951
253.15,17.7,0.026973962,389.6001535,54.00476882
253.15,17.7,0.027334427,386.5912231,54.05031617
253.15,17.7,0.027126367,394.2774182,53.65694356
253.15,17.7,0.026701356,384.6998446,54.35290099
253.15,17.7,0.027169957,389.3538741,53.89868619
253.15,17.7,0.026985308,391.2879149,53.95023947
253.15,17.7,0.027020535,387.4419949,54.09843608
253.15,17.7,0.026630901,387.7830461,54.19302003
253.15,17.7,0.027325958,386.3667033,54.13651546
253.15,17.7,0.027318241,396.2515356,53.43291005
253.15,17.7,0.027006202,392.8101269,53.99221789
253.15,17.7,0.027173815,392.0027791,53.7458078
253.15,17.7,0.027003188,393.6989614,53.76090997
253.15,17.7,0.027177577,388.5939672,54.0440324
253.15,17.7,0.026733817,384.7956898,54.16210993
253.15,17.7,0.02727096,391.2888743,53.89176551
253.15,17.7,0.027240119,386.5483574,54.21102185
253.15,17.7,0.027330749,386.5490509,54.04948809
253.15,17.7,0.027047395,396.3307885,53.73233295
253.15,17.7,0.027357847,394.0794267,53.65123003
253.15,17.7,0.026932016,384.8868615,54.24241818
253.15,17.7,0.027086111,395.0821648,53.78223151
253.15,17.7,0.027564005,392.9785187,53.57003292
253.15,17.7,0.027283446,383.2625976,54.29715312
253.15,17.7,0.027312555,387.3916175,54.1286801
253.15,17.7,0.027447823,388.7566712,53.92964972
253.15,17.7,0.027343799,383.3187998,54.33522631
253.15,17.7,0.027094525,391.4038965,53.86982416
253.15,17.7,0.026852839,388.5702252,54.12919365
253.15,17.7,0.027320625,391.1819231,53.71833112
253.15,17.7,0.02686082,389.4493594,54.11178325
253.15,17.7,0.027399321,389.5027415,53.92713902
253.15,17.7,0.026696977,383.8131049,54.24439029
253.15,17.7,0.027318011,392.2075631,53.71692816
253.15,17.7,0.026940901,389.8964003,53.8295568
253.15,17.7,0.027077145,386.751766,54.12384131
253.15,17.7,0.027025952,386.9691832,54.04548587
253.15,17.7,0.027235319,383.1717207,54.30750352
253.15,17.7,0.027269713,389.7045148,53.95536653
253.15,17.7,0.027278098,394.2810765,53.52815388
253.15,17.7,0.027260898,391.9301432,53.66020966
253.15,17.7,0.027235426,390.2900807,53.93885808
253.15,17.7,0.026984137,382.51253,54.33089357
253.15,17.7,0.027078303,393.0015764,53.71450658
253.15,17.7,0.026973666,388.6735204,54.17976919
253.15,17.7,0.027256013,382.7596132,54.28199011
253.15,17.7,0.027189543,387.1356319,54.0698072
253.15,17.7,0.027040775,393.8206721,53.71608226
253.15,17.7,0.026892049,386.7545521,54.13562893
253.15,17.7,0.027406161,391.1093768,53.72141393
253.15,17.7,0.02689728,385.3819261,54.12727003
253.15,17.7,0.026998452,388.8012926,53.93446716
253.15,17.7,0.027419529,386.4474341,54.08352811
253.15,17.7,0.027210351,392.295117,53.7833615
253.15,17.7,0.027096481,384.3987904,54.27322695
253.15,17.7,0.026836568,389.2019841,54.12206696
253.15,17.7,0.02694261,387.3910665,54.12466915
253.15,17.7,0.027155593,393.7562819,53.54845046
253.15,17.7,0.026902938,389.3771607,53.88443807
253.15,17.7,0.02717657,392.0010563,53.85801306
253.15,17.7,0.027311112,385.7822264,54.09106638
253.15,17.7,0.027160477,394.0229254,53.72039268
253.15,17.7,0.026785016,390.485606,54.13027967
253.15,17.7,0.027015592,390.1817471,53.84626166
253.15,17.7,0.027006878,395.0037213,53.84446744
253.15,17.7,0.026586457,385.487764,54.32401099
253.15,17.7,0.027054018,391.1648214,54.01450604
253.15,17.7,0.026903351,388.2827141,54.26548548
253.15,17.7,0.02648415,385.6171621,54.30154902
253.15,17.7,0.027139401,397.2998435,53.59480856
253.15,17.7,0.027395755,390.088472,53.78366465
253.15,17.7,0.027168937,394.6948594,53.54669713
253.15,17.7,0.026776715,390.5593061,54.05432192
253.15,17.7,0.027123085,393.3285902,53.87919473
253.15,17.7,0.026989748,386.126989,54.22400171
253.15,17.7,0.027438871,395.6451662,53.39267873
253.15,17.7,0.027088547,392.0300701,53.92473697
253.15,17.7,0.027060243,389.6915169,53.9737158
253.15,17.7,0.026831016,387.2420146,54.14341284
253.15,17.7,0.02722239,386.9980347,53.9835261
253.15,17.7,0.02712655,394.1735177,53.60490761
253.15,17.7,0.026941614,383.2322822,54.26272623
253.15,17.7,0.026943271,390.1353645,53.83547366
253.15,17.7,0.027395389,390.5120623,53.85661823
253.15,17.7,0.026909141,386.3663594,54.23656644
253.15,17.7,0.027316384,394.0198889,53.61655945
253.15,17.7,0.027118796,383.668316,54.26888423
253.15,17.7,0.027139803,386.9502699,54.14432653
253.15,17.7,0.027047355,386.3815086,54.22497889
253.15,17.7,0.026914002,384.4131021,54.29341526
253.15,17.7,0.0273237,389.5954328,53.93553835
253.15,17.7,0.026978394,389.3848669,54.05717665
253.15,17.7,0.02728442,390.5365621,53.86775241
253.15,17.7,0.027056182,390.2921348,53.88578978
253.15,17.7,0.02695245,386.9051161,54.06873999
253.15,17.7,0.026959559,393.2525685,53.8785547
253.15,17.7,0.026907318,387.2183653,54.07729172
253.15,17.7,0.027209592,394.9050734,53.61069855
253.15,17.7,0.027236331,394.3374958,53.57219534
253.15,17.7,0.027182723,395.2795207,53.60101777
253.15,17.7,0.026749645,387.5395007,54.03071143
253.15,17.7,0.02745789,395.1945675,53.45681489
253.15,17.7,0.026877964,383.4864787,54.29194731
253.15,17.7,0.027129989,395.2995485,53.66674737
253.15,17.7,0.027002942,390.3447328,53.90180289
253.15,17.7,0.027181546,391.643699,53.77917815
253.15,17.7,0.02692041,386.5034087,54.10760717
253.15,17.7,0.026856085,390.6217956,54.09589852
253.15,17.7,0.027470995,392.5293417,53.65283876
253.15,17.7,0.0268984,391.4620876,53.92838699
253.15,17.7,0.026911202,384.4997994,54.33605493
253.15,17.7,0.027379769,382.3598463,54.34831648
253.15,17.7,0.027070026,395.8256486,53.77279499
253.15,17.7,0.026836245,389.1332976,54.02153905
253.15,17.7,0.026826405,385.7400727,54.20233169
253.15,17.7,0.026729029,385.6117624,54.25569349
253.15,17.7,0.027350381,388.7508096,53.92919373
253.15,17.7,0.027019988,381.9540291,54.3883713
253.15,17.7,0.026826166,393.8185568,54.05715167
253.15,17.7,0.027451462,397.5176082,53.32716273
253.15,17.7,0.027265573,392.9523556,53.63649963
253.15,17.7,0.027230056,390.4635622,53.86755317
253.15,17.7,0.027558376,397.2561473,53.29465635
253.15,17.7,0.027304469,398.4776767,53.4077901
253.15,17.7,0.027115575,393.4819587,53.61263886
253.15,17.7,0.027033499,387.1519077,54.06958471
253.15,17.7,0.027277548,395.918227,53.58145488
253.15,17.7,0.027155993,391.3859202,53.85031967
253.15,17.7,0.026890116,391.3126871,54.01262989
253.15,17.7,0.0271212,391.3808528,53.79612859
253.15,17.7,0.026993981,384.6433758,54.19830532
253.15,17.7,0.026586884,384.1749434,54.2686623
253.15,17.7,0.027112341,389.7343841,53.7815256
253.15,17.7,0.026980066,387.3212035,54.0328128
253.15,17.7,0.02690743,387.6214867,53.96544313
253.15,17.7,0.027174315,392.5847128,53.75824754
253.15,17.7,0.026858515,384.823455,54.26558465
253.15,17.7,0.027075078,389.4660882,53.95703764
253.15,17.7,0.02702943,388.7769308,53.88452713
253.15,17.7,0.027022577,389.8833076,53.88341534
253.15,17.7,0.027545908,397.3201936,53.29861434
253.15,17.7,0.026660641,382.2113122,54.38672107
253.15,17.7,0.026838431,390.5347934,54.00710978
253.15,17.7,0.027214207,394.3519634,53.64197184
253.15,17.7,0.027103189,392.7785007,53.81304198
253.15,17.7,0.027217765,391.2535325,53.75253101
253.15,17.7,0.026815688,389.5481222,54.15077327
253.15,17.7,0.027350173,394.9766078,53.55547347
253.15,17.7,0.027298202,389.4538209,53.92585209
253.15,17.7,0.026797531,387.6573403,54.0729603
253.15,17.7,0.027146827,395.9774749,53.69930864
253.15,17.7,0.027188379,385.6836434,54.28596711
253.15,17.7,0.026732768,385.5666615,54.23155353
253.15,17.7,0.026482213,384.64057,54.30734677
